label,probability,truth,input
16,0.221625,26,the not of said in there of note of cts of 3 in lead states will of and of of of 3 second chairman of week 700 move 9 of 600 it in of of said in there of back that price trade also of mln of share imports and in of said for technology government and of common insurance and of in lead last net mln by excludes in led of stg 80 3 keep 25 cts of and will cash of prices and in of move be 700 january of 5 might not of said in of net mln 50 inc he of by lending two of and issue including of of for producing management a of note stg in 500 bond import said of discount 87 and of for administration ago shr pipeline interest 13 3 supplies and 900 on been a in 2 of than from of administration u agriculture with did of been pct dlrs
4,0.978721,4,the 24 of could intervention 6 of gains of reagan 36 that of that in far 10 shares by 1 cts of producers reserve a in has would of 95 port a director and at of has would company's 6 of there profit for of official mln by 1 cts this commission 1986 and 36 that ended of 10 co previous mln in of of of 0 first and earlier of and for transaction of its of of first said of pct dlrs
20,0.616598,20,the 77 100 8 mln 1 of for of less computer february of our in our opec able of hit of 53 was 50 situation of of 77 mln by of of he inflation not of of of of 3 period said of of 22 loss of 150 of of of 3 asked of congress pct dlrs
19,0.997647,19,the comment chairman of of mln by expected 3 group of help of of a approved have five and of in offer association without lower net week for gas petroleum much york a of by in 16 help bank commodity late continue shares low and might in offer association by subsidiary terms chairman of of week in crude york by in 16 soon another capacity expected in has would 3 president amount share of of currency in offer investment monetary without lower of mln while help or of of and of co current move january 25 share sales cash support a in of said expects of currency in if dividend approved later net mln net fall 1986 economists in of of share of of last net mln in shares cts of of with action cts of a while help net fall 1986 of of six by 1 u of and change of 25 as sales 22 of offer free a in shares pct dlrs
4,0.754188,4,the 6 how work of up mln in of of its in energy long still said at how work of added most 3 so how of of added 5 will of so of there added cents price dealers how work mln in corp of 32 3 of 5 two will of that price dealers 1 energy of 26 it in market of in market of of third them he bank of of of and of of a economic 87 how work too bill so how of it 1988 vs 000 its so how added 6 of pct dlrs
3,0.999078,3,the of rates of c present mln 1 it's not city state said today year april 0 think price corp and buy said ltd than production 1 mln in state trading for of state said against year for 0 3 for buying of said corp year for 0 shr of in federal its unchanged against but four in present proposals report and only growth but in present mln at of state february march of a in secretary pct dlrs
4,0.986787,4,the of there profit mln 1 as of at annual and gold at there securities and for government said by of of of between in government as of and of of 53 in this two mln 1 likely of and of for market of of 3 cts of ended of pct dlrs
4,0.997062,4,the 46 president of profit mln 1 bill in sugar 3 of l said of of among profit for of of below by of a of of 3 of less of 3 of of 1 mln in reserve department trading in white a of of 3 of nil oil 1986 73 pct dlrs
4,0.963535,4,the of of profit mln 1 as of at energy long 1985 do end april 0 sell 20 it rates tonnes said of order of profit a for of of in this mln in sell 3 of 58 he of march today of of in 20 shr as sales subject be in of world 3 cts and will of be for still with in crude first cts of that of said for of said of of 10 that for of plus noted pct dlrs
3,0.99568,3,the of of since present profit mln at world it's not city of state said against community april 0 think price foreign and buy said ltd price any of mln 1 of of for of of state in this officials at city corn 10 respectively than today pct dlrs
3,0.999296,3,the lt 500 year reuter rise year an of on reuter of on may 1985 dlrs vs reuter revs also vs rise down lt revs year reuter additional year an of on reuter of on may industrial trade vs reuter point 4 vs use proposed against year reuter against year 19 debt price foreign ltd price production pct dlrs
1,0.998815,1,the of of estimate as revenue no of a of of conference and in of national of of adjusted further of u allow a in of president december 3 of of 3 group of oil under and balance of small of of oil a of and show of 14 of of oil of of and of national of of 3 of of oil rates inc is of of u reserves is a in of of 3 of national u plans is of of of u number is of 3 of u 39 is of reduced said in of program of oil chemical be term of 3 of of was no of domestic pct dlrs
